,Transaction_id,customer_id,Date,Product,Gender,Device_Type,Category,Customer_Login_type,Delivery_Type,Quantity,Amount US$,Individual_Price_US$
1396,73271,1864191374,12/18/2013,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,22,7999,364
1397,73919,1561488105,12/18/2013,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,22,25000,1136
1398,74212,1896258573,12/19/2013,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,13,188,14
1399,79249,1818422458,12/26/2013,watNew York Citys,Male,Mobile,Electronics,Guest,one-day deliver,18,2050,114
1400,81583,1319372370,12/28/2013,watNew York Citys,Male,Mobile,Electronics,Guest,one-day deliver,17,5840,344
1401,81763,1412032642,12/29/2013,watNew York Citys,Male,Mobile,Electronics,Guest,one-day deliver,19,3198,168
1402,82215,1972012278,12/29/2013,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,18,1788,99
1403,82350,1946700395,12/29/2013,watNew York Citys,Male,Mobile,Electronics,Guest,one-day deliver,13,0,0
1404,82505,1859278817,12/30/2013,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,19,21621,1138
1405,82884,2091316097,12/30/2013,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,16,0,0
1406,85267,1281050111,1/2/2014,watNew York Citys,Male,Mobile,Electronics,Guest,one-day deliver,13,21758,1674
1407,85711,2220561073,1/2/2014,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,18,1435,80
1408,87654,1652935152,1/5/2014,watNew York Citys,Male,Mobile,Electronics,Guest,one-day deliver,23,1200,52
1409,88977,1986251164,1/7/2014,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,23,8633,375
1410,89044,1212985918,1/7/2014,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,18,2165,120
1411,89612,2142270892,1/8/2014,watNew York Citys,Male,Mobile,Electronics,Guest,one-day deliver,18,1390,77
1412,91249,1265578529,1/10/2014,watNew York Citys,Male,Mobile,Electronics,Guest,one-day deliver,16,3073,192
1413,93328,1312053633,1/13/1914,watNew York Citys,Male,Mobile,Electronics,Member,one-day deliver,18,1900,106
1414,18608,1320108500,10/12/2013,spectacles,Male,Web,Fashion,Member,Normal Delivery,17,5725,337
1415,18717,2152203396,10/12/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,16,0,0
1416,19231,1449955848,10/13/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,20,0,0
1417,19782,1465415403,10/14/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,4498,250
1418,19802,2194914698,10/14/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,1437,80
1419,20974,1421222514,10/16/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,1375,81
1420,21352,1338096687,10/17/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,4000,235
1421,21354,1896116953,10/17/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,1000,56
1422,21617,1957758198,10/17/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,799,50
1423,22843,1395788262,10/19/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,14,1,0
1424,23178,1604718124,10/20/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,13,5700,438
1425,23765,1563156906,10/21/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,10000,625
1426,24516,2175788555,10/22/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,18,0,0
1427,25216,1782791485,10/23/2013,spectacles,Male,Web,Fashion,Member,Normal Delivery,16,3178,199
1428,25331,1329045030,10/23/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,18,1520,84
1429,25507,2173108212,10/24/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,8096,476
1430,25588,1429700133,10/24/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,21,3295,157
1431,25591,1167534839,10/24/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,2099,117
1432,25703,2239782970,10/24/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,5750,261
1433,25758,1518931735,10/24/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,23,2850,124
1434,25834,1566634581,10/24/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,3489,174
1435,25888,2161144313,10/24/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,23,0,0
1436,25897,1873394258,10/24/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,0,0
1437,25926,1470913235,10/24/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,15,0,0
1438,25943,1179578298,10/24/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,374,19
1439,26085,1166409901,10/25/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,8200,456
1440,26186,2139583773,10/25/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,13,498,38
1441,26190,2278014965,10/25/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,6835,427
1442,26221,2182227262,10/25/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,13,1435,110
1443,26366,1952307518,10/25/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,13,6093,469
1444,26380,1576274140,10/25/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,16,699,44
1445,26390,1873827868,10/25/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,14,500,36
1446,26443,1704957837,10/25/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,2723,151
1447,26506,2204278179,10/25/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,2535,115
1448,26554,2159907829,10/25/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,9995,625
1449,26617,1202756180,10/26/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,3151,143
1450,26654,1425717261,10/26/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,8997,500
1451,26709,2090879773,10/26/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,1984,124
1452,26736,1549980170,10/26/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,2100,117
1453,26826,1254298216,10/26/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,19,847,45
1454,27088,1647987294,10/26/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,749,37
1455,27108,2180204437,10/26/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,812,48
1456,27274,1744164648,10/27/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,21,0,0
1457,27498,2200527270,10/27/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,4695,235
1458,27503,1244552762,10/27/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,5449,341
1459,27580,2040824536,10/28/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,1375,81
1460,27609,2242039580,10/28/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,4794,266
1461,27615,2276578357,10/28/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,16,2445,153
1462,27657,1191274931,10/28/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,854,39
1463,27770,1438207607,10/28/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,20,4840,242
1464,27779,1840434853,10/28/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,16,12400,775
1465,27891,2000663363,10/28/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,13,29626,2279
1466,28020,1885010161,10/28/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,1708,78
1467,28102,1345481163,10/28/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,15,1655,110
1468,28276,1861678169,10/28/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,525,31
1469,28306,1384964851,10/28/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,21,795,38
1470,28403,2004467414,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,21,1400,67
1471,28421,1740021102,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,3060,170
1472,28436,1898552964,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,4106,242
1473,28621,1943482922,10/29/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,549,31
1474,28660,2051452236,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,14,1000,71
1475,28664,1505557735,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,0,0
1476,28670,1287372799,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,4272,194
1477,28777,1360025621,10/29/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,1494,93
1478,28840,2266126948,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,15,2000,133
1479,28896,2254339869,10/29/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,0,0
1480,28940,1374178084,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,500,28
1481,28956,2248294319,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,4150,189
1482,28975,2217262375,10/29/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,1995,117
1483,28990,2190143271,10/29/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,16,0,0
1484,29136,2112948008,10/30/2013,spectacles,Male,Web,Fashion,Member,Normal Delivery,14,3994,285
1485,29162,1203138704,10/30/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,13200,776
1486,29188,2047555294,10/30/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,17,437,26
1487,29232,2068849301,10/30/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,750,38
1488,29265,2019457465,10/30/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,1176,69
1489,29320,1981902135,10/30/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,14,10936,781
1490,29322,1255473417,10/30/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,20,3000,150
1491,29465,1545968817,10/30/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,15,70000,4667
1492,29471,1442138546,10/30/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,2550,111
1493,29576,1558802807,10/30/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,17,3199,188
1494,29602,1907778041,10/30/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,500,28
1495,29637,1449999458,10/30/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,0,0
1496,29681,1696668921,10/30/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,12,1574,131
1497,29845,1621479282,10/30/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,4615,271
1498,29919,2053157276,10/31/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,13,2000,154
1499,29983,1920138793,10/31/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,12,6696,558
1500,30233,1357103428,10/31/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,20,500,25
1501,30295,1537868944,10/31/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,420,25
1502,30301,1788794227,10/31/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,12,5526,461
1503,30339,2032545733,10/31/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,14,505,36
1504,30515,2150775289,10/31/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,18,1999,111
1505,30525,1441517516,10/31/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,12050,709
1506,30549,1568272401,10/31/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,9898,582
1507,30560,1404712384,10/31/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,10899,641
1508,30563,1153092580,10/31/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,21,4850,231
1509,30619,1888226046,11/1/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,18,5461,303
1510,30639,1549545864,11/1/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,2316,145
1511,30663,2141386597,11/1/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,5898,347
1512,30740,2011836862,11/1/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,535,30
1513,30742,1753823333,11/1/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,12,515,43
1514,30787,1236885988,11/1/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,10675,628
1515,30955,1273641976,11/1/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,12,1800,150
1516,31039,2129356482,11/1/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,500,29
1517,31447,2031289796,11/2/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,20,0,0
1518,31458,1556409832,11/2/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,850,50
1519,31470,1827257468,11/2/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,23,2774,121
1520,31511,1274823200,11/2/2013,spectacles,Male,Web,Fashion,Member,Normal Delivery,19,2850,150
1521,31513,2074460897,11/2/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,19,2890,152
1522,31575,1877722097,11/2/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,3200,188
1523,31588,1396417564,11/2/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,0,0
1524,31728,2067778194,11/2/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,12,974,81
1525,31782,1624956599,11/2/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,15,0,0
1526,31835,1840231148,11/2/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,45220,2826
1527,31958,1653740911,11/2/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,6999,304
1528,31972,1402257523,11/2/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,2428,152
1529,31982,1414431967,11/2/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,13,8795,677
1530,32071,2191418030,11/4/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,7116,395
1532,32205,1303225303,11/4/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,20,0,0
1533,32301,1743699999,11/4/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,1147,67
1534,32324,1892266641,11/4/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,500,29
1535,32364,1607362094,11/4/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,6300,315
1536,32454,1583988248,11/4/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,6271,314
1537,32580,2237862348,11/4/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,15,0,0
1538,32582,2172588489,11/4/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,5277,293
1539,32590,1696362622,11/4/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,5000,294
1540,32610,1354599668,11/4/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,5239,291
1541,32652,2150293864,11/4/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,100,6
1542,32825,1524914398,11/4/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,10000,588
1543,33027,1235389815,11/5/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,18,1044,58
1544,33052,1833327954,11/5/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,14,1331,95
1545,33107,1303019071,11/5/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,1999,125
1546,33120,1848472999,11/5/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,2710,159
1547,33198,1916061056,11/5/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,21,6996,333
1548,33236,2089364351,11/5/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,9162,539
1549,33376,1641922928,11/5/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,13,505,39
1550,33485,1750160022,11/5/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,0,0
1551,33683,1701098508,11/6/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,21,16900,805
1552,33756,1950613243,11/6/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,19,999,53
1553,33765,2166325926,11/6/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,10000,588
1554,33777,1440256110,11/6/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,598,35
1555,33811,1368196537,11/6/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,19,1650,87
1556,33820,1312596046,11/6/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,930,52
1557,33821,1677843670,11/6/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,23,0,0
1558,33968,1480074977,11/6/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,1000,45
1559,34012,1403089092,11/6/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,13,1000,77
1560,34125,2260422396,11/6/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,2100,117
1561,34155,2122418004,11/6/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,2800,165
1562,34163,1208714602,11/6/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,2399,150
1563,34278,2001317597,11/6/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,5495,343
1564,34286,1772960764,11/6/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,12,4188,349
1565,34328,1993644137,11/6/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,8933,525
1566,34339,1726268284,11/6/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,14,500,36
1567,34382,1331302643,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,19,500,26
1568,34383,2080758821,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,0,0
1569,34439,2292408315,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,6496,382
1570,34458,1833008219,11/7/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,23,1539,67
1571,34479,1877943036,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,0,0
1572,34514,2221533117,11/7/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,22,0,0
1573,34526,1161632000,11/7/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,12147,607
1574,34555,1911131175,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,12,2499,208
1575,34574,1402401242,11/7/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,21,500,24
1576,34591,1425858098,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,2894,170
1577,34593,2290550311,11/7/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,21,8382,399
1578,34609,1455967065,11/7/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,15,899,60
1579,34659,2181808999,11/7/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,5000,294
1580,34695,2000914944,11/7/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,13,4000,308
1581,34697,1662689690,11/7/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,6259,368
1582,34698,1797526275,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,7998,348
1583,34719,1929130642,11/7/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,4999,294
1584,34733,1943329628,11/7/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,23,2500,109
1585,34772,1964523062,11/7/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,17,3171,187
1586,34781,2221132881,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,1030,45
1587,34841,1269292865,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,19,945,50
1588,34973,1231514337,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,12,5395,450
1589,35033,2164301947,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,15,0,0
1590,35064,1298813271,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,2350,138
1591,35081,1270817300,11/7/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,15,1799,120
1592,35109,2033673943,11/8/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,19,3499,184
1593,35130,1370254794,11/8/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,13,500,38
1594,35143,1400876238,11/8/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,374,22
1595,35162,2156492406,11/8/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,1000,56
1596,35168,2080183455,11/8/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,8400,467
1597,35195,2044545843,11/8/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,0,0
1598,35213,1674908324,11/8/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,7949,346
1599,35274,1286942624,11/8/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,17,9716,572
1600,35302,1388884048,11/8/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,51485,3218
1601,35335,1916161012,11/8/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,5000,294
1602,35376,1546335004,11/8/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,17,3194,188
1603,35404,2167784223,11/8/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,20,1999,100
1604,35438,2170341888,11/8/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,2000,91
1605,35467,1774202378,11/8/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,0,0
1606,35493,2000656096,11/8/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,12,0,0
1607,35584,2170366003,11/8/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,14,400,29
1608,35585,1628304577,11/8/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,21,4190,200
1609,35590,2101905982,11/8/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,1000,59
1610,35620,2261174669,11/8/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,18460,1086
1611,35624,1477538249,11/8/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,19,1838,97
1612,35743,2287610537,11/8/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,20,2499,125
1613,35823,1975016980,11/9/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,1973,123
1614,35890,1190165768,11/9/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,16,9970,623
1615,35956,1833232087,11/9/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,404,24
1616,36001,1259335018,11/9/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,799,35
1617,36019,1591323258,11/9/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,20,94600,4730
1618,36092,1619958072,11/9/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,624,35
1619,36119,1885544839,11/9/2013,Fairness Cream,Female,Web,Fashion,Member,Normal Delivery,17,1159,68
1620,36235,1762122133,11/9/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,20,3897,195
1621,36278,2101609513,11/9/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,2999,167
1622,36306,1941024968,11/9/2013,spectacles,Male,Web,Fashion,Member,Normal Delivery,17,11800,694
1623,36311,2206904033,11/9/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,2500,147
1624,36375,1415845675,11/9/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,1800,106
1625,36513,2183822277,11/10/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,13,8018,617
1626,36545,1724836442,11/10/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,23,1000,43
1627,36546,1216715944,11/10/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,8495,386
1628,36594,1780184092,11/10/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,999,59
1629,36597,2000681914,11/10/2013,Fairness Cream,Female,Web,Fashion,Guest,one-day deliver,22,1985,90
1630,36613,2224227802,11/10/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,16,500,31
1631,36615,1527746717,11/10/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,15,1304,87
1632,36683,1683868608,11/10/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,22,699,32
1633,36763,1978772480,11/10/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,3390,154
1634,36779,1916799877,11/10/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,26483,1204
1635,36838,1482201276,11/10/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,16,1820,114
1636,36842,1693612436,11/10/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,0,0
1637,36877,1848734698,11/10/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,17,20105,1183
1638,36885,1354795162,11/10/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,3000,188
1639,36946,1428495001,11/10/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,3112,173
1640,36968,1484370781,11/10/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,350,16
1641,37013,2303789426,11/10/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,21,500,24
1642,37127,1890895055,11/10/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,6199,282
1643,37191,1612591988,11/11/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,0,0
1644,37240,1497121840,11/11/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,14,0,0
1645,37278,2126687273,11/11/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,21,3645,174
1646,37340,1596697407,11/11/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,18,1998,111
1647,37371,1252853171,11/11/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,12,2299,192
1648,37380,1936440543,11/11/2013,Fairness Cream,Female,Web,Fashion,Member,Normal Delivery,17,932,55
1649,37511,1528967830,11/11/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,18,999,56
1650,37549,2005904448,11/11/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,12,0,0
1651,37581,1792513789,11/11/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,16,0,0
1652,37615,1547137733,11/11/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,22,5884,267
1653,37620,1837732284,11/11/2013,spectacles,Male,Web,Fashion,Member,Normal Delivery,17,400,24
1654,37684,1185924258,11/11/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,17,9240,544
1655,37733,1180431438,11/11/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,13,0,0
1656,37782,1483978155,11/11/2013,spectacles,Male,Web,Fashion,Member,one-day deliver,14,2000,143
1657,37870,1320305390,11/11/2013,spectacles,Male,Web,Fashion,Guest,one-day deliver,13,3800,292
1658,38106,2304402682,11/12/2013,spectacles,Male,Web,Fashion,Member,Normal Delivery,19,1128,59
1659,38158,1655171980,11/12/2013,Bag,Female,Mobile,Fashion,Member,one-day deliver,17,0,0
1660,38160,1201954555,11/12/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,19,850,45
1661,38191,1206956540,11/12/2013,Fairness Cream,Female,Web,Fashion,Member,Normal Delivery,17,3044,179
1662,38228,1512192294,11/12/2013,Fairness Cream,Female,Web,Fashion,Member,one-day deliver,14,1978,141
